user_id,item_list
0,25878 13219 1447 1560 4927 1256 4518 6548 10191 6599
1,19089 23600 12409 6198 20095 19709 16630 12119 3165 19480
2,14353 5566 5593 19515 5451 11764 2824 14275 3164 991
3,22487 16086 10689 9087 16857 12473 15125 3942 7471 5412
4,9243 13427 1611 11384 14715 19704 4927 23113 11796 21975
5,8097 16172 17819 14706 4257 7494 12214 8322 9301 19152
6,25044 24383 4824 23906 14020 5808 3382 15176 24994 6446
7,13840 17332 14682 4314 7646 8499 8104 3850 12181 21270
8,25407 2426 15691 10834 10594 1583 23154 13711 6878 6734
9,19792 25779 3699 9609 12375 15782 7836 13390 9139 23505
10,3556 12906 19792 18751 17557 22923 12375 24567 660 11361
11,3220 7856 22956 4661 12951 11726 20876 21266 3935 8488
12,6235 19291 2823 2281 5447 10380 8593 1592 20600 20211
13,20969 11533 25407 9992 6446 3382 10594 4213 23430 23154
14,18499 20644 3641 11848 18500 21541 18404 13887 18859 8529
15,24546 22817 12643 5709 4025 25766 5076 13810 11623 17130
16,7913 4502 19874 17305 886 21416 9018 15015 25585 14684
17,19089 20146 25675 17723 9438 16630 5942 2665 20095 23600
18,18793 5032 13609 12048 20300 7267 19190 4936 15778 18649
19,2426 15691 9555 23154 6327 10834 1583 10981 12818 10594
20,6893 5078 8606 14132 5925 25957 2835 23465 9633 15398
21,23778 18788 3875 16803 24366 13138 2646 19198 18901 4224
22,6616 9487 17899 1668 11597 23206 20163 17368 14583 7331
23,6200 988 16496 11293 17836 16577 17143 6454 21806 6734
24,13797 19480 14291 9664 11730 14895 19709 19524 19089 12968
25,7115 12844 7405 10640 983 12385 823 290 16844 25674
26,16245 23056 15463 4055 867 10530 21975 5633 19781 18692
27,5044 8158 21527 24355 57 17820 5562 6760 23628 15903
28,6551 2233 8742 23835 22881 23056 3687 7534 13424 1673
29,14684 5078 19874 17668 25957 16538 2835 4502 24355 8667
30,21552 8544 9243 11384 24621 22511 4966 3835 2996 1863
31,2001 13226 23651 6446 16793 19340 10162 23468 17013 22226
32,1573 9620 18574 290 7115 10640 983 5966 23154 5671
33,10269 25675 9438 22554 5942 12061 9851 10786 17409 23799
34,1959 19007 1803 3966 4168 21624 23324 377 3658 1853
35,9620 12844 8914 15325 9352 11830 823 22023 14826 23430
36,25407 2426 6734 15691 1583 16928 16906 22848 17156 23141
37,19480 10009 3620 24075 19524 10528 1639 3647 21932 1008
38,1863 8560 7266 4940 13628 21062 12061 21552 1960 14385
39,23816 2220 21872 2178 7321 6139 16648 20820 5497 16871
40,24075 22554 8097 5044 25407 9438 20095 19089 15691 20146
41,6599 17322 14023 1682 17225 14266 8544 6480 10336 19189
42,24070 20553 12182 6612 18512 1020 20321 4502 13663 11533
43,23854 12696 15536 552 8256 12770 170 7615 966 8134
44,17470 23324 5093 25209 20520 25185 11576 1413 16473 8475
45,11658 19525 7494 17723 19089 16630 25873 2665 24128 16948
46,23536 11792 6088 13541 4620 18190 3983 23711 15459 19114
47,16124 4032 19326 21912 4738 18852 7993 6369 19281 16998
48,13552 4781 16893 24985 13178 5284 11737 14684 14867 19874
49,12585 25253 18549 5787 4302 9646 24746 23846 8904 24664
50,2426 9555 10594 1583 7991 10834 6734 12818 7727 23141
51,24075 25675 5942 22554 10269 7494 7964 25693 561 16195
52,13194 20199 14767 11449 25009 24355 8268 22056 20553 23510
53,17874 11115 17697 11134 11969 10488 21008 22126 23761 1273
54,3803 25675 19401 19564 7202 15564 22554 18293 12923 25260
55,15562 2122 678 14009 7934 13842 4064 10258 18131 22816
56,11741 3668 11987 5413 6267 2910 3348 10384 21988 8277
57,25656 11378 75 2390 6049 24791 2436 8097 681 15081
58,5930 1259 16577 306 6047 11197 10951 10524 3913 11705
59,8531 11223 9005 8841 23950 6544 19668 2846 10803 23042
60,3527 13810 25458 7805 16843 2241 6096 19281 25494 12483
61,14378 6446 9090 8826 10653 24747 22023 8914 9782 4390
62,11527 10311 12759 16394 12914 19150 12214 23895 19948 24138
63,13424 8654 21051 13231 557 3456 13502 5905 7940 2760
64,23741 388 5810 20458 15350 24300 11979 6865 24285 1814
65,16850 1628 11674 22140 18959 8081 19525 2182 14951 4682
66,2533 19089 24075 16083 10269 19480 9851 7650 25873 12061
67,9615 17668 4203 22057 17451 12109 19796 18844 15844 18462
68,6088 2333 18190 3983 5717 14373 11792 4620 23711 9337
69,7583 12509 24874 7371 8315 25932 2358 1005 23774 16993
70,4390 8990 14356 10653 10162 22121 5044 3812 4588 3382
71,17565 11064 5094 24070 17400 18101 14943 14684 2269 1230
72,1863 2996 8920 21552 22645 4940 13541 24075 13628 21859
73,18419 22750 4502 22128 15915 16394 5185 8712 11923 14202
74,14104 1608 7152 8152 9520 19466 22622 3834 9630 16481
75,20108 8251 9339 19910 22511 11072 8704 11730 21552 4927
76,25407 17877 2426 15903 16577 15691 23154 15196 10834 17070
77,7117 25387 1628 18980 4272 15377 471 24075 23924 21433
78,20431 2868 15327 3337 5717 6088 19114 18190 10530 25030
79,10269 9438 25675 22554 5942 5284 12061 24985 9851 10786
80,21652 1449 21517 11064 1001 12393 11863 24092 4093 11764
81,24075 12061 9851 10269 23799 22554 5942 10786 19393 18293
82,10785 19502 24075 8311 11153 17024 21092 23427 9087 12110
83,2426 9555 23154 16928 10834 10594 1583 7727 23141 17156
84,20496 4620 24410 20148 9851 141 10191 7639 13219 23127
85,23774 11533 3580 2478 3737 13503 5952 20863 8984 25596
86,6446 8955 16779 15161 11951 12601 13964 20500 15196 7564
87,6446 2001 23468 2888 16577 18798 3812 23651 5044 14356
88,9851 10269 9438 8811 22554 18293 23711 25071 7202 19401
89,11785 21236 8070 22716 3701 14826 9782 13514 7686 8249
90,4620 5717 921 12550 18190 19480 3337 14978 19089 1863
91,16248 4824 14129 21871 10203 13910 7229 16976 20573 2745
92,2665 12409 16630 19480 20146 17723 7494 19709 20095 11618
93,10269 9438 25675 19152 12061 22554 5942 6835 19864 9851
94,3599 14373 13030 24561 11190 6876 15587 23127 10788 19114
95,14413 9526 8593 11339 5447 19291 21264 6235 24546 2281
96,8529 2995 19891 5218 23331 11848 19626 18644 12719 19468
97,12554 24355 4502 19874 18419 20308 17668 20553 10418 15234
98,24355 19874 4502 17668 15234 20308 5581 10418 19879 4257
99,11623 9135 14684 7839 24546 24355 17130 19007 19281 25209
100,11112 24481 6329 1258 24355 16218 13696 22334 3877 5227
101,22554 25675 16772 25407 19468 6446 4201 8097 5044 16577
102,13057 22484 19596 19193 25945 996 6136 15842 9031 2711
103,19781 867 19704 11067 17065 8544 5717 3668 19450 3348
104,22653 19874 14684 24355 10581 20308 17668 9438 19480 14158
105,942 9375 18293 13720 22750 22554 25675 7202 15790 23485
106,23299 275 23711 8811 22356 10786 8645 12061 9851 22244
107,1863 7266 4940 8560 21552 13628 22645 18122 1960 20711
108,22121 14378 18544 18317 14356 23189 25101 23858 24747 10537
109,10162 7363 484 13226 7049 2679 2888 3812 5044 14356
110,15196 5150 17546 14554 17218 15234 20841 9511 12142 24075
111,24546 24438 1205 6 19007 2005 15122 21248 7839 5589
112,5292 17418 10269 14568 18679 16790 14330 429 13414 23474
113,23723 16987 15563 5574 10328 13424 24655 9241 8558 5905
114,14100 25880 4194 7455 3442 17856 18953 3292 9125 13165
115,24075 22554 13615 19792 9438 13831 18293 25260 25779 10786
116,5044 11820 15196 15903 14356 15364 20146 13226 6446 6297
117,17803 25863 2017 1250 2259 3073 25331 8773 15821 18570
118,11527 23086 10311 1151 19150 12162 12759 18334 24378 25834
119,4502 19874 18419 20308 15234 1714 7450 5581 11737 13070
120,24481 18987 1258 24355 6612 18419 1185 10996 6208 15562
121,25675 25693 22554 5942 25858 24075 11153 357 12851 3314
122,16203 22024 23802 15739 16257 25317 5950 9175 22969 14626
123,21061 4147 15572 25407 7260 8337 681 1869 19769 13887
124,22646 2333 13541 5717 23536 2090 2868 18190 23711 4620
125,4257 6502 17668 14684 4502 24355 828 25484 7883 19874
126,19434 7702 7552 14317 17931 3024 21039 8587 2895 3820
127,18211 16570 10085 132 10859 8647 5256 677 24387 17629
128,9851 10269 25675 10786 9438 1863 8811 13118 23711 23799
129,14045 861 18708 604 4619 15270 10994 9315 25693 22293
130,24546 5076 25526 21248 3527 3463 12087 8805 9463 11702
131,5713 24585 4707 10507 15723 3916 22890 14772 3037 21936
132,12597 16187 21927 8712 8863 11701 9008 341 2412 11737
133,22864 11536 21631 14571 6770 11159 14682 23155 12435 1217
134,21042 3497 22121 16577 6446 11295 14328 12601 13294 22731
135,16447 4302 25440 23333 6579 24746 9646 23846 20220 72
136,18288 13433 11550 3911 24909 19480 25909 13319 11226 9529
137,16726 3579 13373 4184 15733 23405 20963 21409 2798 7053
138,22754 10980 18100 999 24015 21095 18790 11741 15327 14343
139,4463 10391 7012 22102 9347 21064 8472 2491 18837 17800
140,13433 7124 12887 6 8626 8556 21153 15076 1709 9045
141,5078 17637 21857 14684 20308 13552 17565 11700 2304 14386
142,19480 9851 20146 10269 13118 16630 20095 23600 13433 17525
143,11584 2939 177 1975 1478 4023 20602 7668 19855 14889
144,19089 19631 2854 16365 12409 20191 7494 17723 2665 19709
145,9591 22845 4100 18122 25682 18119 9345 25675 22554 4966
146,24075 25675 5942 22554 13118 12061 10786 9851 1888 15564
147,3497 14141 5930 588 21061 8986 5469 19070 19769 3744
148,25407 23154 2426 10594 1583 10834 9322 9555 7333 15691
149,10786 21653 21552 23666 10269 12061 11384 12734 19480 5717
150,6198 17723 19089 23600 20095 20146 7494 19709 16630 12409
151,19480 14978 6546 23481 11687 525 11284 10494 18037 8158
152,1830 14481 12214 8828 3261 16669 13902 21619 7175 7635
153,15182 16263 9118 9195 22684 18412 11192 20210 3039 13609
154,17320 19961 9859 24098 24660 9194 1225 9140 18484 18839
155,4620 13014 24075 5717 23457 13118 2300 13363 21583 17858
156,25407 23154 10594 15691 9555 2426 10834 18452 3230 1583
157,24687 11701 7585 11499 18317 11285 9475 68 13944 10537
158,15196 5150 17546 17517 9511 15234 3261 18367 7144 7568
159,22151 7030 20919 22885 23844 16345 3133 13954 16301 16871
160,12601 6047 3913 22731 11354 4871 21355 22121 306 2375
161,17488 3827 414 16978 12574 3338 333 20779 19250 12571
162,22128 18293 3473 22750 21552 12875 15915 25046 21342 6294
163,5907 15982 19874 1714 4502 14684 19970 5581 16116 11832
164,17819 14706 4549 25407 8322 1577 20146 9301 4878 11535
165,11072 5717 7639 8524 8704 21552 4620 141 24410 12061
166,12273 7639 20858 21763 24410 12553 14163 6905 4209 5256
167,6878 22848 2426 10908 13711 11991 22651 10834 13136 25407
168,3030 24025 18138 13819 11990 2515 22092 25418 23364 23932
169,25407 15691 7494 2426 23154 1583 10594 10834 19089 5044
170,17951 20863 4366 5952 22801 16402 11099 13663 2761 11533
171,4512 25675 19401 23424 9851 24075 12923 7202 22554 10786
172,19781 11731 10514 22830 17065 9243 19114 21975 11792 2344
173,9322 17209 2426 9733 13711 12050 18452 13136 4980 5669
174,13294 22010 13928 14838 16651 6973 17511 18452 2492 17229
175,5756 20626 2507 12305 16667 7632 8430 5078 23530 25957
176,23127 5717 12061 21854 9315 2300 22646 15327 5396 6004
177,25407 6734 10594 21920 1583 9555 10834 15691 8316 17143
178,22657 8251 23909 7639 6599 8704 15490 15830 11436 11452
