user_id,item_list
0,13219 25878 1447 4927 9851 6548 15708 15830 4518 25582
1,19089 23600 12409 20095 19709 16630 6198 3165 19480 8431
2,14353 5566 2824 991 5451 11764 482 3164 19515 25491
3,22487 12473 3942 16857 24093 20905 9087 17820 5412 18569
4,9243 13427 1611 14715 4927 11384 19704 9578 14271 10997
5,8097 16172 17819 14706 8322 12214 4257 19152 9301 7013
6,25044 24383 23906 4824 14020 5808 15176 24994 3382 17252
7,13840 14682 17332 7646 8499 3850 23534 21270 12181 19560
8,25407 2426 15691 10594 23154 1583 10834 13711 6734 6878
9,19792 25779 3699 9609 12375 15782 7836 13390 10132 23505
10,3556 12906 19792 18751 660 17557 11361 22923 12375 23026
11,3220 7856 22956 4661 8296 12951 21266 11726 23403 3935
12,19291 2823 6235 2281 5447 10380 1592 8593 20211 20600
13,20969 25407 11533 6446 9992 3382 23154 10594 4213 23430
14,18499 20644 3641 11848 18500 25407 16999 13887 18859 16793
15,24546 22817 12643 5709 4025 17130 6 25766 11623 5076
16,7913 4502 17305 19874 21416 886 8400 9018 14158 12684
17,19089 20146 17723 2665 16630 9438 20095 23600 12409 20404
18,5032 18793 12048 13609 7267 20300 19190 9769 15778 4936
19,2426 15691 9555 23154 10834 12818 7095 1583 10594 16928
20,15234 8606 5078 6893 5925 25957 2835 23465 15398 14132
21,23778 18788 16803 3875 24366 2646 13138 18901 19198 4224
22,9487 6616 1668 11597 17899 20163 23206 17368 14583 7331
23,6200 988 16496 11293 17836 16577 6454 17143 6734 21806
24,13797 19480 14291 11730 19709 20108 19089 14895 12968 19910
25,7115 12844 10640 983 7405 823 12385 290 25674 1573
26,23056 16245 10530 867 4055 21975 15463 18692 13707 19781
27,5044 8158 17820 57 6760 21527 15903 24355 5562 14684
28,6551 2233 13424 23056 8742 23127 23835 3687 1673 7534
29,14684 5078 19874 25957 17668 16538 8667 2835 18512 21428
30,8544 21552 24621 11384 9243 22511 4966 8920 3835 1863
31,2001 13226 23651 6446 16793 23468 10162 19340 13593 17013
32,1573 18574 9620 7115 290 23154 10640 5966 983 22010
33,10269 25675 9438 12061 5942 22554 9851 23799 10786 25260
34,1959 1803 19007 3966 21624 23324 377 9520 4168 13433
35,9620 12844 23430 823 9863 12719 8914 11830 22023 7355
36,25407 2426 1583 6734 15691 16928 22848 23141 9701 16906
37,19480 10528 19524 24075 3620 10009 21932 3647 1639 15401
38,1863 8560 4940 13628 21062 21552 7266 14385 1960 18122
39,2220 2178 21872 7321 23816 6139 5497 16648 20820 16871
40,22554 24075 8097 5044 25407 9438 15691 20095 12923 22445
41,6599 17322 14023 8544 14266 17225 24410 1682 19189 141
42,24070 20553 12182 6612 1020 18512 13663 20321 7494 4502
43,23854 15536 12696 12770 7615 170 552 1184 8256 17365
44,17470 23324 5093 25209 8475 16473 1413 25185 11576 20520
45,19089 11658 19525 17723 7494 2665 24128 16630 25873 16948
46,23536 6088 13541 11792 3983 4620 23711 18190 15459 22359
47,16124 19326 4032 21912 4738 18852 6369 19281 7993 16998
48,13552 4781 16893 24985 5284 13178 13433 11737 14867 19874
49,12585 25253 18549 5787 4302 9646 24746 24664 8904 23846
50,2426 9555 10594 1583 10834 12818 6734 23141 7991 13711
51,24075 25675 25693 22554 5942 7964 16195 12061 10269 17923
52,13194 20199 24355 14767 25009 8268 11449 20553 4502 22056
53,17874 11115 17697 11134 21008 10488 11969 22126 23761 18499
54,3803 25675 18293 7202 15564 22554 19401 19564 12923 9438
55,15562 2122 678 3058 4064 14009 11361 16218 13842 7934
56,3668 11987 11741 5413 3348 6267 10384 2910 12742 4638
57,25656 11378 2390 6049 75 24791 2436 681 3497 8097
58,5930 16577 1259 11197 306 6047 12601 12943 625 10951
59,11223 8531 9005 8841 6544 23950 19668 10803 2846 21793
60,3527 13810 25458 7805 2241 19281 25494 6096 12483 762
61,14378 6446 8826 24747 10653 9090 9782 4390 22023 20334
62,11527 10311 12759 16394 12914 23895 19150 12214 24577 19948
63,13424 13231 21051 8654 3456 5905 13502 557 7940 974
64,23741 388 20458 5810 15350 17723 11979 24300 1814 6865
65,16850 19525 11674 8081 2182 18959 14951 4682 22140 25013
66,2533 19480 24075 19089 25873 11091 7650 8431 9851 2720
67,17668 4203 9615 5966 9822 22057 18574 17451 19796 18462
68,6088 2333 18190 3983 5717 4620 23711 11792 2090 14373
69,7583 25932 24874 2317 12509 7371 13025 1005 19627 23774
70,4390 14356 10162 22121 8990 10653 3812 4588 5044 25407
71,17565 11064 5094 24070 17400 14684 14943 17668 1230 24568
72,1863 2996 4940 21552 22645 8920 19094 21859 13541 24340
73,18419 22750 4502 5185 15915 8712 22128 16394 11923 18293
74,14104 1608 7152 19466 24546 9520 22622 8152 22172 11623
75,20108 8251 9339 11072 19910 22511 8704 21552 11730 7639
76,17877 25407 15903 2426 16577 15196 15691 17070 4257 23154
77,7117 25387 4272 1628 15377 18980 471 23924 20083 21108
78,20431 2868 15327 19114 6088 3337 5717 10530 25030 9029
79,10269 9438 25675 12061 22554 5942 5284 9851 10786 23799
80,21652 21517 1449 1001 11064 4093 11863 11764 4257 24092
81,24075 23799 9851 12061 5942 10269 22554 19393 10786 17192
82,24075 10785 19502 8311 24472 17024 1535 21092 23427 15125
83,2426 9555 23154 16928 10594 10834 1583 23141 13711 7727
84,20496 24410 4620 20148 141 9851 10191 7639 13219 24621
85,23774 11533 3580 5952 25596 3737 8984 8860 20863 2478
86,6446 8955 15161 16779 11951 12601 7564 15196 13964 16577
87,6446 2001 23468 2888 18798 16577 3812 23651 14356 5044
88,9851 10269 9438 8811 22554 18293 19401 23711 16268 7202
89,11785 21236 8070 3701 22716 9782 13514 7686 14826 16267
90,4620 921 12550 19480 14978 5717 3337 1863 19089 18190
91,4824 16248 14129 13020 21871 25044 13910 7229 16976 20573
92,2665 16630 12409 19480 20146 7494 19709 17723 20095 14291
93,10269 25675 9438 19152 6835 19864 12061 13018 22554 5942
