user_id,item_list
0,25878 13219 1447 1560 4927 4518 1256 10191 6548 9851
1,19089 23600 6198 12409 20095 19709 12119 16630 3165 19480
2,14353 5566 5593 11764 19515 5451 2824 14275 16901 3164
3,22487 16086 10689 9087 12473 16857 3942 15125 5412 7471
4,9243 13427 1611 14715 11384 19704 23113 4927 18692 21975
5,8097 16172 17819 14706 9301 19152 8322 15150 12214 7494
6,25044 24383 4824 23906 14020 5808 15176 3382 24801 24994
7,17332 13840 14682 7646 8499 8104 3850 4314 12181 21270
8,25407 2426 15691 10594 10834 1583 23154 13711 6878 25138
9,19792 25779 3699 9609 15782 12375 13390 7836 9139 17092
10,3556 12906 19792 18751 17557 22923 12375 11361 24567 660
11,3220 7856 22956 4661 12951 20876 3935 21266 11726 8296
12,6235 19291 2823 2281 5447 10380 8593 1592 20600 20211
13,20969 11533 9992 3382 6446 25407 10594 4213 23430 23880
14,20644 18499 3641 11848 18500 21541 16999 18404 13887 18859
15,24546 22817 5709 12643 4025 5076 25766 13810 12065 17130
16,7913 4502 886 17305 21416 15015 8400 19874 17514 12684
17,19089 20146 17723 9438 16630 5942 25675 12409 2665 20095
18,18793 5032 13609 12048 19190 20300 7267 4936 23697 18649
19,2426 9555 15691 23154 6327 10834 1583 10981 10594 12818
20,6893 8606 5078 5925 14132 15234 9633 25957 23465 18021
21,23778 18788 3875 16803 24366 13138 2646 18901 19198 4224
22,6616 9487 1668 17899 11597 23206 17368 14583 20163 7331
23,6200 988 16496 11293 17836 16577 17143 6454 21806 25018
24,13797 14291 19480 9664 11730 14895 12968 20108 19089 19524
25,7115 12844 7405 10640 983 12385 290 16844 823 25674
26,16245 23056 15463 4055 867 21975 10530 5633 19781 5717
27,5044 8158 21527 17820 6760 57 5562 24355 22270 23628
28,6551 2233 13424 8742 23835 7534 22881 3687 3123 9220
29,14684 5078 19874 16538 17668 25957 8667 2835 18512 24355
30,8544 21552 24621 11384 9243 4966 22511 3835 2996 1863
31,2001 13226 23651 6446 16793 23468 19340 10162 13593 22226
32,1573 9620 18574 290 7115 10640 983 5966 23154 20656
33,10269 25675 9438 12061 5942 22554 17409 9851 10786 23799
34,1959 1803 19007 3966 4168 21624 23324 377 9520 1853
35,9620 12844 8914 11830 22023 14826 23430 15325 823 16844
36,25407 2426 15691 6734 1583 16928 16906 22848 17156 23141
37,19480 3620 10528 24075 19524 3647 10009 1639 21932 1008
38,1863 8560 7266 21062 4940 13628 1151 12061 2996 21552
39,23816 2220 21872 2178 7321 6139 20820 16648 5497 16871
40,24075 22554 8097 5044 25407 9438 15691 20095 20146 16630
41,6599 17322 14023 14266 17225 1682 10336 6480 9047 8544
42,24070 12182 20553 1020 20321 6612 18512 4502 18930 13663
43,23854 12696 15536 8256 552 12770 7615 170 1184 966
44,17470 23324 5093 20520 25185 25209 1413 11576 16473 8475
45,11658 19525 17723 7494 19089 16948 2665 25873 24128 16630
46,23536 11792 13541 6088 4620 18190 23711 3983 15459 19114
47,16124 19326 4032 21912 4738 18852 7993 6369 19281 16998
48,13552 4781 16893 24985 13178 5284 11737 14867 14684 4115
49,12585 25253 18549 5787 4302 9646 24746 23846 8904 24664
50,2426 9555 10594 1583 7991 10834 6734 12818 7727 23141
51,24075 25675 22554 5942 25693 10269 7964 7494 17923 561
52,13194 20199 14767 11449 25009 22056 8268 24355 23510 3298
53,17874 11115 17697 11134 10488 21008 11969 22126 23761 1273
54,3803 25675 19401 19564 7202 22554 15564 18293 12923 20439
55,15562 2122 678 14009 13842 4064 7934 10258 18131 22816
56,11741 3668 11987 5413 6267 2910 3348 10384 21988 8277
57,25656 11378 75 2390 6049 24791 2436 681 15081 8097
58,1259 5930 306 16577 6047 10951 10524 11197 3913 11705
59,8531 11223 9005 8841 23950 6544 2846 19668 10803 23042
60,3527 13810 25458 7805 2241 16843 12483 6096 14314 19281
61,14378 6446 9090 10653 8826 24747 8914 22023 9782 4390
62,11527 10311 12759 16394 19150 12914 23895 12214 24138 21542
63,13424 8654 21051 13231 3456 557 5905 13502 7940 2760
64,23741 20458 388 5810 15350 1814 24300 11979 6865 24285
65,16850 11674 1628 22140 18959 8081 19525 2182 4682 14951
66,2533 19089 24075 19480 25873 7650 12389 10269 11091 8431
67,9615 17668 4203 22057 17451 19796 12109 18844 7832 5966
68,6088 2333 18190 3983 5717 11792 4620 23711 14373 9337
69,12509 7583 24874 7371 25932 2358 2317 23774 8315 13025
70,4390 14356 10653 8990 10162 22121 3812 4588 5044 3382
71,17565 11064 5094 24070 17400 18101 14943 14684 2269 6274
72,1863 2996 8920 21552 4940 22645 13541 19094 21859 24075
73,18419 4502 22750 16394 5185 15915 22128 11923 8712 14202
74,14104 1608 7152 8152 9520 19466 16481 9630 3834 22622
75,20108 8251 9339 11072 19910 11730 22511 8704 7639 15490
76,25407 17877 2426 15903 15691 23154 16577 15196 10834 9555
77,7117 25387 1628 18980 4272 15377 23924 471 24075 20083
78,20431 15327 2868 19114 6088 5717 3337 25030 18190 10530
79,10269 9438 25675 5284 12061 22554 5942 24985 9851 341
80,21652 1449 11064 21517 1001 12393 11863 11764 4093 24092
81,24075 12061 9851 10269 23799 5942 10786 22554 19393 22617
82,10785 19502 24075 17024 8311 11153 21092 24472 23427 15125
83,2426 9555 23154 10834 16928 10594 7727 1583 17156 23141
84,20496 4620 24410 20148 141 9851 13219 10191 7639 23127
85,23774 11533 3580 2478 3737 5952 8984 13503 20863 8860
86,6446 8955 15161 16779 11951 13964 12601 20500 4588 15196
87,6446 23468 2001 2888 18798 3812 23651 16577 14356 7049
88,9851 10269 9438 8811 22554 18293 23711 16268 25071 19401
89,11785 21236 8070 22716 3701 9782 14826 13514 7686 8249
90,4620 921 5717 12550 3337 14978 18190 19480 1863 2665
91,16248 14129 21871 10203 7229 13910 16976 20573 4824 562
92,2665 12409 19480 20146 16630 19709 17723 7494 11618 20095
93,10269 25675 9438 19152 12061 6835 19864 22554 9851 13018
94,3599 14373 13030 11190 23127 24561 10788 15587 6876 3983
95,14413 9526 8593 11339 19291 5447 21264 6235 24546 2281
96,8529 2995 19891 5218 23331 18644 11848 19626 9190 18305
97,12554 24355 4502 19874 18419 20308 17668 20553 10418 19429
98,24355 19874 4502 17668 15234 20308 5581 19879 10418 4257
99,11623 9135 7839 14684 24546 17130 20308 25209 24355 19007
100,11112 24481 6329 1258 13696 16218 22334 24355 8542 5227
101,22554 25675 25407 16772 4201 19468 6446 8097 20325 7564
102,13057 22484 19596 19193 25945 996 15842 9031 2711 6136
103,19781 19704 867 11067 17065 5717 3668 19450 8544 3348
104,22653 19874 14684 24355 10581 19480 20308 5756 14158 5581
105,942 9375 13720 18293 22750 22554 25675 7202 15790 23485
106,275 23299 23711 8811 22356 8645 12061 10786 22244 9851
107,7266 1863 4940 8560 21552 22645 13628 18122 8786 12801
108,22121 14378 18544 18317 14356 19089 23189 25101 3539 24747
109,10162 7363 484 13226 7049 2679 2888 3812 20688 14356
110,15196 14554 5150 17546 17218 20841 15234 9511 12142 17517
111,24546 24438 1205 2005 6 19007 15122 21248 5589 6600
112,5292 10269 17418 14568 18679 14330 16790 429 13414 23474
113,23723 16987 15563 5574 10328 13424 9241 24655 8558 5905
114,14100 25880 3442 4194 7455 17856 9125 13165 3292 18953
115,24075 22554 13615 19792 13831 9438 25779 10688 10786 25260
116,11820 5044 15903 15196 14356 15364 6297 2814 19602 4038
117,17803 25863 2017 1250 2259 3073 25331 8773 15821 18570
118,11527 23086 1151 10311 19150 12162 18334 12759 24378 2167
119,4502 20308 18419 19874 15234 13070 21085 17565 10418 16116
120,24481 18987 1258 24355 18419 10996 4502 6612 21629 11737
121,25675 24075 22554 25693 5942 25858 11153 12851 18995 357
122,16203 22024 23802 15739 16257 5950 25317 9175 22969 14626
123,21061 4147 15572 25407 7260 8337 1869 681 13887 3630
124,22646 2333 13541 5717 23536 2090 2868 18190 23711 4620
125,6502 4257 17668 828 25484 14684 16538 24355 10753 7753
126,19434 7702 17931 14317 7552 3024 2895 3702 21039 8587
127,16570 18211 10085 132 10859 8647 5256 8926 677 24387
128,9851 10269 25675 10786 9438 1863 8811 13118 23711 18293
129,14045 18708 861 25693 604 4619 10994 15270 22293 9315
130,24546 5076 25526 21248 3463 3527 12087 9463 8805 11702
131,5713 24585 4707 10507 3916 15723 22890 14772 11992 10535
132,12597 16187 21927 8712 8863 9008 11701 341 2412 11737
133,22864 11536 21631 14571 6770 11159 14682 23155 12435 9722
134,21042 16577 3497 22121 6446 11295 14328 12830 12601 13294
135,16447 4302 25440 23333 24746 6579 9646 23846 20220 72
136,18288 3911 13433 11550 24909 25909 9529 19480 11226 13319
137,16726 3579 13373 4184 23405 15733 20963 21409 7053 2798
138,22754 10980 18100 999 21095 24015 7885 15327 17162 14343
139,4463 7012 10391 9347 21064 22102 2491 18837 8472 17800
140,13433 6 7124 12887 8556 8626 15076 8733 20013 14654
141,5078 17637 21857 14684 20308 13552 11700 2304 14386 17565
142,19480 9851 20146 10269 16630 23600 25675 13118 20095 13433
143,11584 2939 177 1975 4023 1478 7668 19855 14889 20602
144,19089 19631 2854 16365 20191 12409 7494 20146 17723 19709
145,9591 22845 4100 25682 18122 18119 9345 25675 25693 22554
146,24075 25675 5942 22554 12061 13118 10786 9851 1888 15564
147,3497 5930 14141 588 21061 8986 19769 19070 5469 16880
148,25407 23154 2426 10594 1583 10834 7333 9322 15691 5607
149,21653 10786 21552 23666 10269 12061 19480 11384 12734 773
150,6198 17723 19089 23600 20095 20146 7494 16630 19709 3165
151,19480 6546 23481 14978 11687 11284 525 10494 18037 5279
152,1830 12214 14481 8828 3261 18263 16669 7635 7175 21619
153,15182 16263 9118 9195 18412 22684 11192 20210 3039 13609
154,17320 19961 9859 24098 24660 1225 9140 9194 18484 18839
155,13014 4620 24075 5717 23457 2300 13837 13363 25196 24694
156,25407 23154 10594 15691 9555 2426 3230 10834 18452 1583
157,24687 11701 7585 11499 18317 11285 9475 21260 68 10537
158,15196 5150 17546 17517 3261 9511 15234 18367 7144 1175
159,22151 7030 20919 22885 23844 16345 3133 16301 13954 16871
160,12601 6047 3913 22731 11354 4871 21355 306 1022 19934
161,17488 3827 414 16978 12574 333 3338 19250 14755 20779
162,22128 18293 3473 22750 21552 12875 15915 25046 21342 20363
163,5907 15982 19970 14684 19874 16116 4502 1714 11832 5581
164,17819 4549 14706 25407 9301 8322 1577 15150 20146 4878
165,11072 5717 7639 8524 21552 141 8704 4620 24410 12061
166,12273 20858 12553 21763 7639 24410 14163 5256 18175 6905
167,6878 22848 2426 10908 13711 11991 22651 25407 13136 10834
168,3030 24025 18138 13819 11990 2515 22092 25418 23932 23364
169,25407 15691 7494 2426 23154 1583 10594 10834 19089 5044
170,17951 20863 5952 4366 22801 16402 11099 22688 13663 2761
171,4512 25675 19401 23424 24075 22554 9851 12923 9680 10786
172,19781 22830 11731 10514 21975 17065 9243 19114 2344 3380
173,9322 17209 2426 9733 13711 12050 18452 13136 5669 4980
174,13294 6973 22010 13928 17511 14838 16651 18452 2492 20999
175,5756 20626 16667 2507 12305 7632 8430 23530 25957 25517
