user_id,item_list
0,1447 4927 25878 9851 13219 7908 13884 15830 22445 10191
1,19089 23600 12409 20095 19709 16630 3165 19480 8894 6198
2,14353 5593 2824 4401 991 5566 8877 16333 1565 18003
3,22487 12473 3942 5412 20905 16086 24093 17820 18569 519
4,9243 1611 4927 13427 10997 11384 16767 14271 18692 973
5,8097 16172 17819 14706 8322 9301 7013 12214 4257 7494
6,25044 24383 4824 23906 14020 24801 17252 15176 3382 10745
7,17332 13840 8104 4314 14682 7646 11300 8499 12181 21270
8,25407 2426 10594 15691 6734 23154 1583 13711 6878 10834
9,19792 25779 9609 3699 15782 10132 13390 12375 5741 7836
10,3556 12906 19792 22923 11361 17557 660 12375 18751 13775
11,3220 7856 22956 4661 16175 12951 11726 20876 21266 8296
12,2823 2281 1592 19291 6235 20211 24546 10380 8593 5447
13,20969 25407 11533 23154 6446 9992 19468 4213 10594 22121
14,18499 20644 3641 11848 18500 25407 16999 7115 13887 18859
15,24546 22817 12643 25766 17130 5076 4025 12903 9520 6
16,7913 4502 17305 15015 18481 14158 886 19874 21416 17514
17,19089 17723 20146 9438 7030 16630 20095 23844 2665 19480
18,5032 18793 12048 20300 7267 13609 15778 9769 18649 7448
19,2426 15691 9555 23154 10834 12818 10594 7095 1583 16928
20,15234 6893 5078 8606 23465 25957 5925 15398 13616 14132
21,23778 18788 3875 16803 24366 13138 18901 2646 19198 4224
22,6616 17899 1668 11597 9487 23206 17368 10005 7331 14583
23,6200 988 16496 17836 11293 16577 6454 17143 23562 14835
24,13797 19480 14291 11730 19709 19089 14895 20108 9664 8704
25,7115 12844 983 10640 823 7405 12385 18574 1573 25674
26,23056 10530 18692 21975 16245 13707 867 15463 4927 4055
27,5044 57 17820 8158 5562 14609 21527 24484 16188 15903
28,6551 2233 13424 23056 3123 23127 23835 24479 3687 8673
29,14684 5078 25957 19874 21428 16538 8667 17668 2835 7852
30,8544 21552 24621 11384 9243 4966 8920 22511 3835 20109
31,2001 13226 23651 16793 6446 23468 13593 10162 17013 19340
32,1573 18574 9620 290 23154 7115 10640 983 5966 6878
33,10269 25675 9438 12061 5942 22554 23799 9851 17409 25260
34,1803 1959 23324 19007 21624 3966 9520 4168 21677 14104
35,9620 12844 23430 823 14826 12719 15325 8914 7355 9863
36,25407 2426 1583 6734 15691 16928 22848 9701 23141 16906
37,19480 3620 3647 10528 1008 1639 10009 19524 24075 21932
38,1863 8560 4940 13628 21062 7266 14385 13541 1960 18122
39,2220 2178 7321 21872 6139 20820 16648 5497 23816 16871
40,22554 25407 24075 8097 5044 12923 10834 20095 22445 9438
41,14023 17322 8544 6599 14266 17225 19189 24410 1682 6480
42,20553 24070 6612 20321 12182 13663 1020 18512 7494 15169
43,12696 23854 8256 552 15536 966 20323 7615 8818 4720
44,17470 5093 8475 23324 25209 11576 9438 25185 16473 1205
45,19089 11658 19525 7494 17723 2665 19487 24128 16948 8431
46,23536 6088 11792 13541 4620 18190 19114 23711 22359 3983
47,4032 19326 18852 21912 4738 16124 6369 7993 19281 16998
48,13552 4781 24985 5284 16893 13178 13433 303 11737 21071
49,12585 25253 18549 5787 4302 1738 23846 9646 24746 8904
50,2426 9555 10594 1583 10834 12818 6734 23141 7991 13711
51,24075 25675 5942 7494 7964 21773 25693 16195 22554 17923
52,13194 11449 24355 25009 20199 14767 8268 20553 4502 22056
53,17874 11115 17697 11134 21008 10488 22126 11969 1273 14396
54,25675 3803 7202 18293 15564 22554 19401 9438 19564 20439
55,15562 16197 3058 9243 2122 16218 11361 10910 4064 10601
56,11741 11987 3348 3668 10384 12742 2910 6267 20401 13764
57,25656 11378 75 2390 6049 24791 2436 636 8097 10562
58,5930 16577 11197 306 1259 12601 12943 625 11705 6047
59,8531 8841 9005 11223 23950 6544 19668 10803 23042 12026
60,3527 13810 6096 762 7805 25458 175 11774 19007 2237
61,14378 8826 6446 8914 22023 10653 9090 4390 17346 3646
62,11527 10311 12759 19150 16394 12914 3775 24138 12214 19948
63,13424 13231 21051 8654 3456 13502 557 5905 7940 14488
64,23741 20458 388 15350 5810 17723 24285 24300 6865 8212
65,11674 16850 19525 14951 18959 22140 24628 8587 10538 2182
66,2533 19480 24075 19089 9851 8431 25873 7650 7494 10269
67,9615 9822 5966 18574 4203 18462 22057 17668 19796 91
68,18190 6088 2333 3983 5717 4620 23711 11792 9029 19114
69,7583 25932 2317 2546 12509 15124 10919 2358 3264 6907
70,4390 14356 10162 22121 8990 3812 10653 25407 16793 12254
71,17565 11064 5094 17400 14684 18101 1621 14943 24070 17668
72,1863 2996 22645 21552 8920 4940 24340 19094 13541 21859
73,18419 4502 22750 5185 22128 15915 11923 10073 5838 8712
74,14104 1608 8152 9520 3834 9630 22622 13552 20837 24546
75,20108 9339 8251 11072 19910 8704 22511 7639 15490 11730
76,17877 25407 15903 2426 15196 16577 15691 9555 6146 17070
77,7117 1628 18980 25387 6865 1720 471 15377 21433 4081
78,20431 2868 15327 6088 19114 5717 9029 10530 18190 6588
79,10269 9438 25675 22554 5942 12061 9851 5284 23799 10786
80,21652 21517 11064 1449 12393 1001 4257 11863 24092 4093
81,24075 12061 9851 23799 20532 17192 22617 10269 25068 10786
82,24075 10785 19502 21092 7471 8311 5412 12110 24472 23427
83,2426 9555 23154 16928 10594 10834 1583 23141 13711 7727
84,20496 20148 24410 4620 9851 141 10191 13219 7639 23127
85,23774 11533 3580 5952 25596 8860 2478 13503 20863 8984
86,6446 8955 15161 16779 11951 12601 19498 7564 12945 15196
87,23468 2001 6446 2888 18798 16577 7049 23651 14356 13081
88,9851 9438 10269 8811 22554 18293 19401 23711 7202 25071
89,11785 21236 8070 3701 22716 14826 7686 13514 9782 6709
90,4620 921 19480 5717 3337 14978 18190 19089 19049 23850
91,16248 21871 10203 18493 14129 16976 7229 2745 20573 562
92,19480 12409 16630 2665 20146 7494 19709 17723 20095 23481
93,10269 19152 25675 9438 17923 13018 6835 19864 11945 4147
94,14373 13030 3599 13541 10788 24561 23127 11190 3983 11451
95,14413 9526 8593 24546 21264 5447 11339 2281 2216 19291
96,8529 5218 2995 23331 19626 19891 3812 11848 19468 17920
97,12554 4502 24355 19874 18419 20308 17668 20553 19429 15234
98,19874 4502 24355 17668 15234 20308 5581 7883 4257 20553
99,11623 7839 14684 9135 19007 24546 17130 18512 1745 24355
100,512 3877 11112 22334 24481 13696 22573 6329 1258 24355
101,22554 16772 8097 19468 2426 21297 7564 6446 4201 12466
102,13057 22484 19596 19193 6136 996 25945 5763 22354 3191
103,19781 867 19704 8544 5717 3348 11796 17065 5746 11518
104,19874 14684 22653 10581 24355 20308 23534 5581 5756 18419
105,22750 9375 942 18293 22554 23485 25675 7202 13720 15790
106,22356 23299 275 23711 9851 8811 12061 3668 10786 8645
107,1863 7266 8560 22645 4940 18122 21552 1947 11549 13628
108,14378 22121 18544 18317 24747 14356 23189 25101 10537 19089
109,10162 484 7363 13226 7049 2679 20688 2888 4664 16793
110,15196 5150 17546 15234 9511 12142 17218 14554 17517 7568
111,24546 2005 1205 24438 11931 5589 7839 19007 6 18403
112,10269 17418 5292 14330 16790 429 2526 23352 16268 20587
113,23723 16987 15563 5574 10328 13424 24655 9241 3550 8558
114,14100 3442 4194 25880 3292 18953 7455 16224 13165 9125
115,13615 13831 24075 19792 22554 10688 25779 12923 25260 5942
116,11820 15903 14356 5044 15196 7313 24577 2814 20146 16521
117,25863 17803 1250 2017 25331 8773 2259 15821 3073 9517
118,23086 11527 10311 12162 1151 19150 19823 25834 25484 10284
119,4502 19874 18419 20308 13070 14104 341 17565 10418 11253
120,10996 18987 1258 24481 2040 24355 15562 1185 24014 3556
121,25675 25858 25693 12851 18995 5942 11153 357 19756 12530
122,16203 22024 23802 15739 25317 14626 16257 5950 22969 9175
123,21061 4147 13887 15572 8337 1869 13294 681 25407 19769
124,2333 5717 22646 13541 23536 18190 2868 4620 2090 23711
125,6502 4257 828 17668 25484 7753 16538 4502 14684 25
126,19434 21011 7702 8587 21433 7552 3024 3702 14317 2581
127,18211 16570 10085 132 8926 10859 22881 18415 7926 23531
128,9851 10269 25675 10786 1863 9438 8811 15034 13118 18293
129,14045 18708 861 25693 9315 21841 5210 13440 14420 25741
130,24546 8805 25766 25526 3463 3527 5076 9463 7839 16124
131,5713 24585 22548 3037 4707 25138 10507 10136 14772 1050
132,12597 16187 11701 341 8712 21927 7109 8863 21567 20719
133,21631 11536 22864 6770 11159 23155 22862 12435 22965 489
134,21042 3497 13294 22121 16577 14328 6446 22226 23651 22731
135,16447 4302 25440 23333 24746 6579 23846 72 9646 9614
136,13433 11550 18288 19480 24909 3911 24546 8660 19709 17915
137,16726 3579 20963 15733 13373 23405 4184 7053 2798 7016
138,14343 21095 15592 18100 22754 25028 5489 24015 15327 4796
139,7012 4463 10391 9347 21064 22102 2491 8472 18837 17800
140,13433 21153 9940 5119 12455 7124 158 9045 3716 8626
141,5078 17637 14684 21857 20308 13552 14386 6652 2304 24355
142,19480 9851 20146 16630 20095 13118 23600 10269 17760 25675
143,11584 2939 177 1975 7668 4023 20602 1478 582 19855
144,19089 12409 7494 17723 19709 20095 16630 2665 20146 24128
145,9591 22845 25682 4100 18119 18122 9345 25675 19564 364
146,24075 5942 25675 22554 13118 12061 10786 15564 8538 19089
147,3497 14141 588 5930 5469 19769 21061 1064 3744 20422
148,23154 25407 2426 10594 1583 7333 9322 10834 17546 9319
149,21653 23666 21552 10786 11384 12061 21583 12056 20148 19480
150,17723 19089 6198 23600 20095 20146 24128 16630 7494 19709
151,19480 23481 19089 525 11687 14978 6546 10979 11284 8158
152,12214 1830 3261 14481 21619 2061 8828 18263 7635 7175
153,15182 9195 16263 18412 9118 20210 13609 11192 8281 3039
154,17320 9859 19961 24098 9194 24660 1225 9140 25463 18484
155,4620 24075 13014 25196 5717 24694 15720 2694 13837 23457
156,25407 10594 23154 15691 9555 3230 18452 2426 1583 10834
157,24687 11701 11499 9475 18317 7109 21260 68 17304 21629
158,5150 15196 17546 17517 9511 15234 3261 18367 7144 19973
159,7030 20919 22151 22885 23844 16301 3133 4447 14723 13954
160,12601 22731 6047 21355 3913 4871 11354 11197 19934 2375
161,17488 414 3827 16978 20946 25163 24453 8267 14499 9391
162,18293 22128 22750 3473 21552 12875 15915 21342 25046 20363
163,5907 14684 11832 15982 19874 5581 4502 18419 1714 19970
164,17819 8322 25407 14706 20146 1577 4878 4549 11535 9301
165,11072 5717 7639 21552 8524 4620 24410 8704 141 13219
166,12273 7639 20858 21763 14978 19922 1648 5256 5717 4209
167,6878 2426 22848 10834 4980 17209 10908 25407 13136 13711
168,3030 11990 13819 7970 5157 17894 7879 2515 23932 3202
169,25407 15691 7494 2426 23154 19089 5044 20095 1583 10594
170,17951 4366 5952 20863 22801 13663 16402 11533 11099 24750
171,25675 4512 23424 12923 22554 24075 19401 7202 22359 23485
172,19781 9243 10514 11731 19114 21975 3380 22830 13236 17065
173,17209 2426 9733 13711 13136 12050 9322 18452 25407 5669
174,13294 6973 14838 16651 13928 10792 22010 20999 10625 3264
175,5756 2507 7632 20626 8430 12305 23530 25957 25517 16667
176,23127 21854 5717 12061 9315 18545 22646 22359 6004 2333
177,25407 6734 10594 21920 1583 9555 10834 15691 19655 22848
178,22657 8251 15490 6599 7639 15830 23481 23909 2759 11452
179,8304 24484 16197 24093 16954 15764 12119 22402 12988 20894
180,14876 3556 5467 2579 4349 18987 15562 4787 4788 23832
181,19480 8251 19089 13797 9591 19709 14895 7601 525 9664
182,15903 17517 5150 19973 22075 18367 3261 4654 9092 17546
183,23600 19709 17723 12409 7494 23481 20095 20146 6198 3165
184,7823 15749 16394 9683 10073 17233 15844 10491 10753 20651
185,21255 5250 15809 653 5673 7607 6363 3185 1385 25102
186,16394 7583 21199 7553 21373 22554 7013 12759 17877 2650
187,10747 19518 2825 23879 7243 1254 13763 21139 9241 17586
188,11748 9017 10747 23895 1095 24577 17877 11823 8649 9819
189,16772 25407 8097 5044 15691 17229 12466 2426 23141 2118
190,6734 23154 10594 25171 5108 25407 5 8316 10834 15770
