user_id,item_list
0,5085 22850 13657 8486 5209 8867 17159 15397 4001 17003
1,12409 23600 19089 19709 16630 20095 3165 8431 23244 19480
2,15427 14031 21626 8374 4842 19515 11889 11548 20323 18857
3,22487 15833 16834 3 7749 9528 2074 12473 13689 19971
4,6980 19843 20588 23969 20799 6800 1376 21217 23677 19416
5,2358 14458 10759 22349 5524 9619 14610 10729 25035 24942
6,6572 13167 1246 24383 1136 2149 15453 14238 3898 5169
7,7242 2758 15864 16130 5667 12435 13840 3850 3893 680
8,3957 13629 19056 15499 10560 13143 14059 15691 21123 24670
9,17357 2871 16023 8657 16234 19148 6707 18873 23783 7167
10,16921 12375 23919 22923 23361 17557 13426 14150 20168 5091
11,17797 20876 17482 6015 20334 12951 22956 22571 21403 18573
12,2823 20211 1592 10380 15276 2281 18442 14975 15418 17903
13,15304 15311 6448 13293 23282 20969 1770 14716 18366 11750
14,24170 5350 12137 13169 20644 8528 21195 6136 3200 19461
15,21419 12643 12903 3946 16796 11851 2099 24464 318 20268
16,21416 886 7913 4417 4571 20695 25389 20223 22071 16899
17,24113 21131 17200 21326 17723 7587 12409 8979 20959 20008
18,18793 22385 19984 18855 13567 22423 12374 8241 9441 11939
19,9555 2426 15691 7991 10834 16928 9701 12818 23154 1583
20,23465 15398 21540 24785 8606 21568 13616 23967 5852 7654
21,3875 16803 18788 23778 18901 24366 612 1868 24402 24038
22,9824 1418 4217 14583 1668 9487 17899 6616 7331 10235
23,988 17836 11293 6200 16496 23562 16927 18973 538 15457
24,24078 16120 11117 18904 24208 6982 23168 9069 24061 22870
25,4436 14992 5206 13723 5708 18247 18684 14898 17208 1133
26,19141 2437 5470 2255 22621 1414 15470 18212 16156 4920
27,19357 8241 6963 24434 2205 400 6271 23118 8973 11939
28,19221 8211 19318 24989 18289 5383 18273 6939 8748 4904
29,5193 23770 3755 16688 4864 19729 22409 12666 9336 1322
30,11384 8544 6808 23142 15904 24621 6548 7258 22738 22585
31,2001 13226 25052 1083 16006 11386 11371 77 3888 19340
32,12245 10640 290 983 9620 11167 15578 12779 17937 15077
33,4475 1997 23780 14152 10953 13126 19097 1781 9362 18596
34,1616 19737 13512 3151 19345 7152 16452 1803 18612 21677
35,25373 9782 8914 9086 13514 3646 8070 11784 5474 23340
36,624 2426 1583 25407 15691 16906 23141 22848 9701 17156
37,16947 22834 1008 19986 16014 19904 490 2854 630 7593
38,7108 12642 19316 7219 180 24257 1863 8560 192 17858
39,6139 7181 21872 22533 23674 10067 2220 16648 20820 24736
40,12264 5342 401 7750 13142 14265 20238 16251 4096 5713
41,1695 5627 2861 4091 13507 8340 17880 22276 24761 22100
42,722 5999 10289 3195 24063 15935 9296 18265 17652 6135
43,4051 610 21837 21468 20453 16249 4320 3469 3407 17534
44,2498 11850 21933 23916 14252 6513 5876 20875 7151 24789
45,23693 25789 20655 7986 15822 21628 19487 3279 11781 13932
46,3940 23536 10006 9029 19979 15459 20939 22580 5985 204
47,14831 20021 17349 14521 4908 18849 24344 21912 17066 18852
48,4781 13178 14042 3225 24063 5999 10289 3195 14867 8182
49,18549 5787 25253 12585 25974 8660 8651 8652 8653 8654
50,9555 2426 10594 1583 12818 10834 7991 23141 18392 6734
51,6968 7125 4389 283 22587 7698 2402 17497 11235 16137
52,9291 9211 13194 14767 2919 14261 23077 5609 20199 2072
53,25554 18251 8520 9400 2627 9652 10067 17116 15713 25088
54,7202 20439 3803 8781 1978 289 21930 19564 19401 18293
55,675 8965 17570 13683 14142 5710 4064 12747 603 13000
56,20401 6506 16342 10384 7229 4083 13262 462 21717 16158
57,2390 75 25656 11378 6049 24791 2436 23523 10881 19685
58,22324 5930 25337 18112 1704 6975 21454 23742 22216 23717
59,23950 9005 19668 10803 11223 8841 23042 8531 12026 6544
60,22429 2005 7152 13512 1616 3151 19737 19345 9379 10400
61,17604 6479 25504 2935 14372 21434 3504 2515 6492 6795
62,4182 11752 18514 748 12488 10311 15800 23393 1281 13862
63,21051 7940 16437 25327 172 8654 11478 10931 24797 11940
64,23818 142 9604 21106 22532 22366 11161 5810 7255 13040
65,1652 20599 18355 1899 3906 10597 16416 11873 18959 8081
66,17858 16273 2533 20079 21799 2097 3165 21383 2096 17497
67,22057 3386 12939 4998 17021 1331 8148 12750 12517 14843
68,2333 18190 6088 3983 11792 23711 2090 5717 9284 9029
69,12509 21329 19770 20925 21573 13505 1200 17274 1832 5843
70,4390 12254 6913 16802 16793 25044 10162 19176 25951 3382
71,11064 2940 20876 20334 5342 18674 23980 17797 2167 7519
72,17438 6364 15981 17656 9643 500 2211 10956 13914 13451
73,16783 18253 1557 6348 21525 3592 3465 4657 2350 25301
74,17903 14975 13512 19737 1616 3151 7152 19345 14147 22382
75,13555 21590 9339 7967 12231 1034 1474 6424 23806 4534
76,3396 6146 5481 23342 1219 19878 11237 17 11686 25130
77,1955 3941 17983 9302 5886 4081 24182 4272 14027 8610
78,20431 1962 2868 15327 3028 19223 23012 13366 10007 5829
79,24139 20038 21790 10335 25410 242 10500 10269 24546 19341
80,12592 15189 11546 15541 676 23053 5427 15847 14234 6361
81,15775 451 14331 7457 14596 23288 1102 7480 9598 15323
82,9902 4601 22707 18421 10012 22794 25605 18402 6626 17227
83,9555 2426 17250 10834 10594 16928 23154 1583 17156 7991
84,19545 17228 10297 4518 19501 20943 9007 4947 18702 10605
85,24278 9239 12261 7569 25389 25290 25624 3580 13503 4671
86,11951 16779 8955 14776 12945 13276 15161 6446 22170 7105
87,13146 1194 17075 20052 1452 4590 11788 16749 16235 7630
88,3361 18435 16528 634 5445 1439 9850 17466 16382 4411
89,7874 11785 10519 19454 5726 12805 1585 13038 10774 4527
90,8600 4105 11473 11720 13082 938 13171 6609 21898 3499
91,8331 6510 14615 5169 19005 16758 18686 16491 8775 17616
92,12409 19480 19709 16630 2665 17723 8894 25789 7986 20655
93,19890 12067 23419 22020 10812 19864 9222 12540 22036 23300
94,24203 6880 14501 15012 15587 12172 24561 11451 21315 14016
